canonical_brand_id,canonical_name,official_scope,current_women_scope,official_brand_url,official_knit_url,verification_status,checked_date,notes
BR-00035,AMERICAN HOLIC,current_brand_listing,YES,https://www.stripe-intl.com/brands/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,Stripe公式ブランド一覧で女性向け現行ブランドとして確認
BR-00036,YECCA VECCA,current_brand_listing,YES,https://www.stripe-intl.com/brands/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,Stripe公式ブランド一覧で女性向け現行ブランドとして確認
BR-00037,CRAFT STANDARD BOUTIQUE,current_brand_listing,MIXED,https://www.stripe-intl.com/brands/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,Stripe公式ブランド一覧で男女向け現行ブランドとして確認
BR-00038,GARAGE OF GOOD CLOTHING,current_brand_listing,YES,https://www.stripe-intl.com/brands/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,Stripe公式ブランド一覧で女性向け現行ブランドとして確認
BR-00039,23区,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00040,ICB,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00041,自由区,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00042,組曲,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00043,J.Press,women_line,YES,https://crosset.onward.co.jp/shop/jpress-ladies/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,canonical J.Pressは維持し、今回の女性調査では公式J.PRESS LADIESを対象とする
BR-00044,五大陸,mens_brand,NO,https://crosset.onward.co.jp/shop/gotairiku,,VERIFIED_OFFICIAL_CURRENT_MENS_EXCLUDED,2026-08-08,現行公式ブランド確認済み。メンズ専業のため今回の女性ニット調査から除外
BR-00045,uncrave,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00046,#Newans,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00047,UNFILO,current_official_women_catalog,YES,https://crosset.onward.co.jp/items?bc=002.003.004.005.105.020.025.045.043.110.097.007.008.019.701.702.703.704.106.725.707.719.801.802.804.825.807.095&du=2&gc=2&lcc=11&pp=120&ptc=0.1.4&scc=1101.1102&ss=true&st=1&stc=2.3,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,ONWARD CROSSET公式WOMEN一覧に現行ブランドとして掲載
BR-00048,TAKEO KIKUCHI,mens_brand,NO,https://store.world.co.jp/s/brand/takeo-kikuchi/,,VERIFIED_OFFICIAL_CURRENT_MENS_EXCLUDED,2026-08-08,WORLD公式で現行MENブランドを確認。今回の女性ニット調査から除外
BR-00049,INDIVI,women_current,YES,https://store.world.co.jp/s/brand/indivi/category/WB/?co=B&link=FACET&so=RCMD%3ABR,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,WORLD公式で現行LADIES商品を確認
BR-00050,UNTITLED,women_knit,YES,https://store.world.co.jp/s/brand/untitled/category/WB/WB01/?link=FACET&lm=l,https://store.world.co.jp/s/brand/untitled/category/WB/WB01/?link=FACET&lm=l,VERIFIED_OFFICIAL_CURRENT,2026-08-08,WORLD公式LADIESニット/セーターを確認
BR-00051,NATURAL BEAUTY BASIC,women_current,YES,https://store.saneibd.com/naturalbeautybasic/,https://store.saneibd.com/all/nbb/nbb-tops/,VERIFIED_OFFICIAL_CURRENT,2026-08-08,SANEI公式で現行女性ブランドとトップスカテゴリを確認
BR-00052,SENSE OF PLACE,brand_and_current_products,MIXED,https://www.urban-research.jp/shop/label/sense-of-place,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,UR公式で2026現行商品・男女展開を確認
BR-00053,B.C STOCK,brand,MIXED,https://baycrews.jp/brand/detail/bcstock,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,BAYCREWS公式でLADYS/MEN現行ブランドとして確認
BR-00054,SLOBE IENA,brand,YES,https://baycrews.jp/brand/detail/slobe/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,BAYCREWS公式で現行女性ブランドとして確認
BR-00055,green label relaxing,brand,MIXED,https://store.united-arrows.co.jp/brand/glr/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,UNITED ARROWS公式でWOMEN/MEN/KIDSを確認
BR-00056,Spick & Span,brand,YES,https://baycrews.jp/brand/detail/spickandspan,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,BAYCREWS公式で現行女性ブランドとして確認
BR-00057,IÉNA,brand,YES,https://baycrews.jp/brand/detail/iena,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,BAYCREWS公式で現行女性ブランドとして確認
BR-00060,MUJI Labo,current_2026_line,MIXED,https://www.muji.com/jp/ja/special-feature/clothes/mujilabo/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,無印良品公式MUJI Labo 2026 Spring/Summerで女性・男性商品を確認。MUJI本体とは別行維持
BR-00062,Mila Owen,women_brand,YES,https://usagi-online.com/brand/milaowen/,,VERIFIED_OFFICIAL_CURRENT,2026-08-08,USAGI ONLINE公式Mila Owenで2026現行女性商品・ニットを確認
